task,cost
0,18.14
1,20.49
2,48.16
3,31.36
4,33.05
5,35.34
6,45.59
7,24.43
8,17.96
9,28.14
10,45.01
11,11.04
12,31.65
13,41.74
14,27.96
15,12.67
16,16.53
17,19.77
18,22.99
19,13.76
20,14.53
21,32.44
22,19.68
23,31.52
24,24.31
25,15.03
26,35.14
27,37.4
28,56.02
29,17.5
30,41.39
31,11.4
32,44.06
33,35.07
34,16.95
35,31.11
36,10.14
37,29.17
38,17.37
39,26.65
40,23.0
41,10.14
42,28.95
43,36.3
44,22.94
45,32.03
46,17.27
47,31.84
48,30.01
49,7.95
50,45.07
51,15.54
52,40.18
53,16.82
54,25.05
55,13.07
56,53.72
57,41.75
58,24.51
59,20.09
60,31.73
61,10.66
62,46.58
63,27.02
64,33.2
65,54.16
66,53.64
67,16.65
68,30.43
69,36.35
