task,cost
0,21.41
1,18.83
2,35.91
3,43.6
4,18.42
5,25.07
6,47.28
7,53.28
8,26.05
9,17.59
10,38.03
11,18.41
12,34.84
13,33.01
14,20.53
15,20.59
16,13.16
17,25.76
18,43.84
19,20.29
20,30.04
21,24.7
22,20.73
23,28.78
24,25.11
25,28.0
26,25.01
27,29.52
28,43.56
29,11.71
30,12.09
31,12.62
32,45.1
33,22.92
34,8.09
35,36.02
36,27.48
37,10.38
38,13.99
39,16.93
40,15.58
41,11.76
42,19.55
43,32.9
44,13.85
45,42.32
46,56.55
47,46.38
48,23.16
49,53.22
50,34.17
51,41.64
52,24.52
53,12.27
54,17.57
55,35.02
56,41.08
57,17.11
58,42.45
59,33.78
60,25.64
61,46.55
62,30.41
63,26.17
64,40.25
65,8.61
66,42.09
67,11.47
68,12.1
69,49.89
70,47.9
71,23.48
72,18.17
73,10.58
74,32.18
75,21.75
76,22.77
77,51.63
78,56.66
79,33.41
