src,dst,comm
0,26,7
1,6,7
1,33,6
1,46,1
2,39,9
2,18,10
2,29,9
2,45,3
3,38,2
4,39,3
4,28,10
4,27,4
4,45,2
5,21,2
5,18,10
5,8,6
5,40,7
6,23,9
6,46,5
6,44,7
7,17,1
7,19,5
7,27,9
7,8,3
8,16,6
8,36,6
8,45,10
9,22,7
9,43,9
9,14,9
9,23,3
10,44,1
10,26,5
10,32,6
10,28,9
11,29,2
11,30,9
11,17,10
12,22,7
13,35,3
13,46,8
13,20,10
13,30,1
14,24,7
14,45,10
14,23,5
14,21,9
15,44,2
15,34,10
15,37,4
15,16,7
16,35,7
17,48,2
17,42,8
17,38,7
17,24,8
18,48,4
18,26,6
18,49,3
19,24,7
20,26,9
21,45,6
21,39,3
21,34,9
21,31,10
22,23,8
22,38,3
22,29,8
22,31,8
23,24,8
23,45,9
23,30,9
24,43,6
25,45,2
26,47,4
27,45,2
28,37,8
28,42,6
28,40,9
28,35,6
29,44,8
29,36,9
30,38,2
31,38,1
32,40,4
32,35,10
32,34,4
32,36,6
33,44,8
33,39,2
33,42,1
34,40,9
34,42,6
34,41,3
34,35,10
35,36,3
35,42,3
35,45,4
35,37,1
36,42,1
37,42,7
37,46,1
37,43,5
38,43,3
38,41,8
39,47,10
40,43,4
40,46,10
41,42,9
41,49,3
41,46,7
41,47,2
42,46,1
42,49,1
42,44,6
42,43,6
43,49,2
43,46,5
43,47,7
43,48,4
44,45,3
44,48,9
44,47,3
44,49,8
45,48,5
45,46,4
46,47,1
46,49,1
46,48,2
47,49,1
48,49,10
