task,cost
0,48.19
1,35.43
2,17.52
3,16.75
4,17.39
5,56.8
6,49.91
7,14.93
8,23.81
9,41.35
10,30.77
11,50.55
12,39.61
13,33.38
14,15.1
15,35.52
16,38.64
17,18.09
18,29.26
19,40.72
20,12.61
21,42.22
22,13.22
23,42.16
24,23.26
25,42.88
26,31.52
27,37.53
28,44.05
29,33.62
30,23.14
31,25.74
32,20.94
33,35.55
34,36.74
35,42.52
36,12.34
37,15.96
38,31.14
39,26.65
40,45.66
41,15.09
42,40.76
43,37.3
44,41.99
45,58.33
46,40.04
47,18.72
48,35.91
49,57.64
50,23.9
51,45.36
52,45.37
53,44.03
54,32.52
55,19.55
56,18.13
57,52.68
58,25.88
59,31.56
