task,cost
0,33.55
1,12.94
2,34.57
3,49.36
4,10.41
5,37.76
6,41.31
7,28.55
8,44.77
9,20.68
10,37.28
11,28.67
12,45.62
13,23.78
14,17.26
15,42.07
16,54.41
17,58.22
18,35.66
19,39.28
20,12.88
21,24.99
22,18.08
23,19.42
24,61.61
25,25.76
26,32.03
27,17.07
28,43.04
29,18.95
30,46.14
31,38.18
32,11.84
33,30.14
34,23.45
35,39.24
36,38.06
37,9.12
38,38.98
39,14.43
40,47.41
41,25.61
42,50.33
43,26.12
44,36.62
45,52.84
46,50.26
47,32.42
48,17.92
49,45.55
50,19.58
51,45.45
52,34.76
53,15.52
54,27.92
55,16.2
56,30.8
57,23.01
58,21.16
59,19.96
60,29.82
61,39.42
62,18.1
63,53.41
64,29.91
65,30.82
66,28.88
67,12.94
68,18.79
69,18.3
70,26.37
71,15.06
72,18.92
73,11.42
74,11.61
75,41.47
76,24.4
77,37.54
78,34.79
79,34.89
80,29.38
81,26.76
82,14.58
83,23.73
84,47.94
85,36.57
86,23.41
87,21.64
88,39.04
89,45.07
