task,cost
0,20.33
1,31.91
2,18.88
3,23.14
4,31.94
5,14.68
6,17.41
7,20.55
8,24.99
9,36.87
10,13.09
11,15.79
12,39.13
13,47.23
14,9.35
15,59.07
16,39.14
17,39.58
18,27.69
19,55.78
20,26.81
21,18.72
22,19.95
23,16.96
24,41.93
25,13.57
26,26.64
27,50.47
28,49.69
29,9.59
30,21.09
31,13.72
32,40.29
33,14.63
34,25.49
35,16.16
36,39.49
37,38.94
38,28.36
39,33.61
40,10.9
41,60.8
42,33.79
43,30.07
44,10.56
45,33.29
46,12.67
47,48.79
48,26.53
49,15.32
50,31.58
51,44.73
52,20.27
53,46.34
54,33.52
55,35.69
56,19.9
57,26.64
58,46.05
59,18.32
60,22.58
61,58.27
62,29.23
63,14.09
64,31.16
65,49.77
66,19.37
67,25.24
68,25.88
69,45.17
70,45.59
71,24.23
72,15.28
73,43.29
74,25.51
75,30.89
76,12.68
77,26.44
78,32.56
79,49.95
