src,dst,comm
0,35,7
0,9,10
0,8,3
0,26,6
1,37,3
1,17,6
1,8,4
2,30,3
3,21,7
4,32,3
4,44,9
4,30,7
4,42,5
5,28,9
6,9,6
6,34,6
7,22,2
7,18,6
8,22,10
8,37,9
8,47,5
9,15,3
9,28,6
10,38,10
10,23,9
10,43,7
11,19,3
11,48,7
12,13,6
13,22,2
13,41,5
13,20,1
14,15,5
14,48,1
14,23,2
14,43,8
15,38,4
15,19,1
15,20,9
16,37,10
16,22,9
16,29,6
16,19,8
17,22,1
17,31,2
18,22,7
18,30,3
18,26,3
19,41,9
20,23,1
20,39,1
20,35,8
21,44,10
21,40,10
21,34,4
22,45,8
23,38,10
23,34,10
23,47,10
24,34,2
25,35,3
25,28,10
25,40,1
26,49,5
26,40,6
27,38,8
27,30,5
27,43,10
27,32,2
28,40,5
28,49,9
28,30,9
29,49,5
30,49,7
30,42,2
31,39,8
32,46,1
32,36,6
33,34,5
34,46,7
34,44,2
34,41,8
35,49,8
35,37,10
36,38,6
37,49,10
37,44,10
38,49,4
38,39,7
39,49,7
39,42,4
39,47,2
40,43,2
41,49,6
41,46,8
41,47,7
42,45,4
42,49,8
42,47,9
42,48,1
43,45,3
43,46,7
44,48,6
44,46,1
44,47,7
44,49,10
45,49,4
46,48,6
46,47,1
46,49,1
47,49,5
47,48,3
48,49,8
