task,cost
0,43.24
1,28.75
2,14.13
3,54.65
4,28.0
5,14.24
6,33.58
7,36.23
8,35.37
9,16.48
10,28.5
11,31.72
12,26.3
13,14.99
14,27.51
15,10.83
16,41.13
17,33.27
18,14.98
19,28.02
20,29.86
21,45.64
22,30.52
23,42.19
24,33.99
25,28.24
26,25.18
27,28.1
28,44.88
29,22.49
30,19.04
31,35.15
32,39.55
33,40.6
34,23.82
35,20.03
36,26.23
37,36.51
38,30.78
39,10.75
40,17.95
41,29.84
42,29.79
43,37.09
44,33.47
45,29.24
46,41.08
47,34.6
48,11.47
49,29.17
50,35.07
51,32.94
52,9.97
53,39.04
54,36.21
55,38.45
56,12.47
57,50.5
58,36.06
59,45.39
60,22.97
61,31.08
62,38.78
63,23.45
64,19.81
65,14.83
66,12.38
67,38.29
68,9.51
69,14.24
70,30.84
71,13.71
72,21.54
73,21.76
74,19.08
75,54.22
76,31.41
77,33.19
78,47.25
79,26.2
