task,cost
0,29.99
1,17.18
2,24.42
3,52.55
4,31.74
5,34.82
6,19.64
7,47.19
8,24.07
9,21.94
10,42.82
11,38.69
12,54.81
13,40.32
14,59.14
15,30.55
16,53.43
17,33.22
18,7.65
19,48.81
20,39.3
21,31.64
22,28.95
23,45.93
24,37.08
25,36.66
26,36.39
27,33.71
28,16.96
29,24.8
30,56.99
31,30.76
32,37.84
33,22.14
34,32.5
35,40.86
36,21.74
37,26.09
38,32.51
39,45.79
40,49.6
41,26.05
42,36.1
43,18.64
44,32.98
45,13.9
46,27.79
47,39.92
48,49.75
49,44.31
50,26.02
51,50.47
52,41.11
53,27.89
54,40.5
55,35.65
56,40.61
57,37.19
58,40.09
59,44.1
60,46.05
61,19.95
62,17.16
63,32.11
64,26.18
65,37.87
66,48.85
67,46.7
68,17.13
69,24.23
70,31.33
71,30.09
72,25.61
73,42.45
74,18.6
75,45.69
76,32.04
77,11.52
78,30.19
79,12.15
