src,dst,comm
0,18,6
0,43,4
1,17,2
1,31,6
1,52,4
1,56,10
2,53,5
2,27,1
2,9,6
2,15,8
3,56,7
3,25,2
3,42,6
3,11,3
4,49,1
4,20,9
4,9,7
4,40,6
5,23,7
5,22,6
6,51,4
6,9,5
6,54,6
6,26,5
7,42,3
7,20,7
7,35,3
7,18,1
8,45,2
9,37,5
9,41,10
9,33,2
10,42,6
10,21,4
10,57,3
11,21,7
11,55,10
11,23,3
12,45,2
13,46,4
13,23,9
13,32,3
13,40,5
14,19,5
14,59,1
14,39,7
14,28,10
15,18,10
15,36,4
15,20,3
16,40,8
16,35,10
16,37,9
16,21,2
17,22,9
17,31,6
17,54,6
17,58,7
18,21,8
18,57,7
18,38,3
19,46,2
19,45,1
19,42,8
20,41,7
21,24,1
21,40,6
21,36,9
21,49,5
22,39,6
22,56,2
22,28,7
23,27,5
23,35,3
23,53,10
23,41,10
24,56,9
25,33,8
25,53,6
26,53,10
26,33,6
27,55,4
27,57,9
27,50,4
28,55,5
28,36,5
28,32,9
28,31,6
29,32,10
29,54,9
29,42,2
29,31,3
30,52,4
30,32,7
30,37,9
30,47,2
31,35,10
31,57,7
32,48,4
32,44,5
32,55,1
32,37,1
33,55,10
34,37,5
34,53,4
35,46,2
35,40,6
35,43,7
35,51,1
36,51,8
36,52,8
37,50,2
37,59,10
38,53,4
38,58,7
39,58,4
39,55,5
39,59,6
39,40,8
40,50,1
40,51,9
41,43,6
41,44,9
42,48,10
42,57,4
42,56,9
42,55,5
43,57,6
43,48,3
44,57,7
44,51,1
44,46,1
44,45,2
45,58,1
45,59,3
45,55,4
45,49,1
46,50,9
46,55,1
46,56,8
46,51,4
47,52,7
47,51,9
48,55,2
48,49,4
48,51,6
48,56,6
49,58,4
49,51,4
49,53,6
50,57,6
50,58,3
51,52,2
52,53,9
52,55,4
52,58,3
52,59,6
53,58,9
53,54,5
53,59,3
53,56,10
54,57,10
54,59,9
55,58,3
55,59,1
55,56,10
56,58,10
56,57,2
56,59,8
57,58,8
58,59,10
