task,cost
0,23.76
1,42.34
2,51.92
3,23.98
4,42.39
5,47.26
6,21.12
7,9.01
8,28.18
9,10.55
10,31.39
11,37.99
12,29.98
13,44.22
14,17.44
15,24.66
16,21.9
17,40.98
18,9.22
19,40.25
20,42.79
21,9.32
22,24.2
23,14.11
24,37.44
25,14.07
26,12.62
27,19.7
28,20.63
29,35.58
30,25.3
31,32.16
32,26.84
33,14.67
34,49.33
35,33.41
36,18.41
37,30.14
38,10.44
39,8.72
40,44.17
41,27.89
42,30.51
43,12.0
44,43.24
45,30.96
46,23.9
47,9.47
48,13.25
49,12.52
50,22.16
51,37.58
52,12.93
53,15.86
54,12.67
55,25.36
56,15.36
57,19.96
58,42.43
59,47.08
