task,cost
0,42.33
1,10.98
2,36.98
3,18.36
4,42.06
5,32.08
6,17.08
7,32.69
8,36.71
9,20.69
10,31.39
11,17.58
12,11.39
13,46.63
14,13.2
15,14.61
16,47.98
17,13.53
18,37.9
19,45.69
20,24.12
21,42.53
22,14.66
23,51.85
24,35.94
25,31.93
26,31.06
27,22.29
28,26.01
29,18.25
30,37.26
31,21.88
32,10.72
33,54.22
34,46.61
35,46.8
36,50.55
37,41.27
38,19.83
39,48.7
40,41.31
41,52.54
42,19.98
43,23.23
44,48.12
45,31.77
46,41.58
47,22.54
48,31.88
49,16.44
50,20.41
51,39.63
52,33.89
53,32.23
54,14.05
55,38.01
56,58.41
57,17.56
58,26.96
59,40.29
60,16.98
61,16.07
62,30.28
63,56.97
64,45.79
65,15.54
66,43.79
67,38.74
68,35.13
69,18.15
70,37.53
71,10.69
72,48.48
73,20.64
74,19.48
75,10.99
76,22.88
77,13.15
78,35.0
79,45.66
