task,cost
0,40.62
1,20.06
2,37.4
3,60.06
4,17.85
5,37.22
6,34.6
7,28.53
8,17.14
9,22.19
10,10.2
11,45.18
12,20.03
13,36.31
14,25.25
15,39.59
16,36.77
17,23.26
18,26.05
19,40.73
20,47.91
21,32.07
22,38.31
23,57.39
24,11.55
25,38.47
26,34.95
27,43.13
28,32.43
29,34.93
30,23.64
31,32.14
32,47.42
33,20.75
34,30.51
35,23.26
36,22.21
37,18.49
38,14.0
39,39.36
40,41.73
41,52.88
42,44.22
43,17.09
44,40.05
45,45.21
46,30.12
47,51.34
48,15.25
49,38.39
50,18.9
51,23.33
52,27.28
53,35.05
54,28.63
55,54.6
56,33.64
57,43.46
58,20.15
59,26.24
60,17.66
61,32.71
62,34.29
63,35.8
64,49.22
65,32.38
66,24.28
67,18.96
68,13.49
69,36.67
70,37.2
71,37.96
72,36.83
73,35.88
74,28.37
75,49.44
76,53.7
77,26.05
78,23.55
79,21.88
