src,dst,comm
0,29,2
0,39,6
1,4,5
1,66,5
1,63,2
1,31,9
2,28,6
2,22,6
2,29,6
2,9,10
3,20,10
3,21,9
3,22,10
3,67,4
4,23,9
5,59,1
6,52,2
6,55,5
6,25,5
7,11,8
7,45,7
7,16,8
7,21,2
8,23,10
8,57,7
9,52,7
9,14,9
9,53,4
9,28,4
10,56,4
10,46,3
11,45,7
11,33,8
11,16,7
11,29,3
12,64,4
12,31,4
13,49,3
13,32,5
13,35,2
13,57,5
14,37,1
14,35,1
14,34,7
14,62,7
15,57,7
15,47,6
16,30,7
16,27,4
17,47,8
17,51,4
17,18,5
17,68,6
18,61,9
19,27,6
19,50,9
19,57,2
20,67,6
20,61,3
20,50,5
20,54,1
21,62,1
22,44,9
22,35,1
23,41,5
23,27,9
24,59,2
24,42,5
24,47,6
25,68,9
25,39,4
26,61,2
27,48,6
27,37,4
28,44,6
28,36,3
29,37,2
29,61,1
29,38,1
29,68,4
30,50,5
31,53,4
31,37,2
31,66,6
31,32,4
32,57,5
32,58,10
32,54,3
33,36,3
33,67,5
33,57,2
34,68,10
34,54,8
35,65,6
35,36,10
35,58,7
36,57,9
37,50,3
37,55,10
38,40,10
39,57,2
40,64,10
40,47,9
40,49,10
41,57,2
42,62,9
42,61,1
42,46,6
43,60,8
44,59,7
44,48,6
44,51,7
45,61,9
45,49,1
46,59,2
46,51,4
46,55,7
47,64,6
47,50,4
47,48,6
48,58,7
48,59,4
48,68,4
48,63,4
49,67,9
49,59,10
49,60,10
50,56,6
50,51,2
50,59,7
51,60,2
51,69,10
51,52,7
52,68,8
52,64,3
53,68,3
53,67,9
53,57,5
54,57,8
55,58,7
55,62,8
55,69,9
56,63,5
56,66,9
57,62,1
57,65,6
58,64,9
58,69,6
58,66,6
58,68,2
59,69,8
59,67,10
60,61,6
61,66,8
62,65,4
62,66,8
63,68,6
63,67,2
63,65,3
63,66,8
64,68,7
64,65,8
65,67,8
65,68,1
65,66,6
66,67,2
66,68,2
66,69,8
67,69,8
67,68,5
68,69,3
