task,cost
0,24.7
1,36.8
2,52.98
3,31.43
4,39.62
5,40.61
6,21.89
7,43.83
8,45.23
9,54.71
10,42.86
11,14.45
12,25.78
13,29.0
14,27.4
15,43.36
16,22.58
17,30.59
18,25.22
19,39.93
20,14.64
21,13.98
22,37.83
23,57.89
24,34.43
25,35.18
26,36.64
27,26.52
28,41.9
29,18.79
30,23.51
31,17.34
32,41.04
33,32.34
34,21.22
35,37.03
36,12.84
37,22.88
38,50.62
39,33.43
40,47.49
41,17.23
42,19.46
43,47.79
44,25.69
45,13.95
46,24.63
47,24.66
48,29.24
49,28.88
50,20.78
51,10.04
52,32.65
53,52.84
54,42.15
55,32.28
56,40.61
57,8.05
58,27.81
59,32.53
60,15.57
61,35.17
62,22.91
63,15.24
64,22.4
65,15.53
66,30.01
67,47.38
68,48.91
69,43.46
