task,cost
0,16.92
1,47.04
2,25.48
3,54.38
4,19.12
5,45.17
6,37.88
7,14.3
8,52.28
9,42.25
10,11.76
11,47.18
12,20.65
13,30.33
14,27.0
15,26.85
16,21.22
17,23.92
18,7.53
19,56.1
20,14.0
21,24.24
22,45.74
23,33.14
24,26.84
25,38.28
26,51.01
27,31.55
28,37.79
29,26.25
30,45.54
31,27.39
32,45.96
33,37.63
34,20.05
35,25.23
36,25.7
37,57.0
38,40.78
39,20.49
40,21.79
41,29.51
42,25.7
43,26.89
44,46.57
45,14.46
46,21.4
47,36.4
48,28.54
49,54.6
50,51.07
51,17.5
52,37.34
53,48.29
54,24.88
55,30.86
56,25.49
57,34.32
58,61.0
59,12.7
60,35.55
61,12.06
62,50.23
63,33.0
64,18.66
65,15.45
66,10.34
67,43.39
68,20.12
69,36.32
70,21.63
71,54.44
72,20.64
73,33.96
74,30.23
75,37.98
76,42.22
77,47.67
78,23.69
79,50.53
80,53.99
81,33.17
82,28.3
83,13.94
84,13.85
85,31.2
86,30.08
87,28.44
88,32.23
89,24.14
90,31.56
91,30.34
92,28.04
93,20.8
94,9.55
95,13.44
96,32.38
97,11.55
98,18.41
99,14.78
