task,cost
0,33.16
1,22.22
2,46.05
3,47.94
4,40.92
5,19.7
6,34.54
7,48.09
8,15.45
9,45.51
10,10.63
11,43.9
12,58.39
13,20.21
14,41.91
15,12.55
16,10.41
17,30.43
18,42.41
19,9.98
20,37.66
21,18.6
22,17.68
23,28.99
24,34.34
25,62.0
26,35.81
27,19.8
28,11.32
29,14.4
30,45.44
31,38.78
32,45.42
33,15.96
34,15.92
35,43.25
36,43.14
37,46.6
38,7.67
39,23.84
40,11.38
41,11.55
42,29.66
43,39.02
44,31.21
45,29.64
46,33.55
47,20.79
48,31.68
49,29.3
50,54.64
51,27.37
52,32.95
53,34.77
54,17.74
55,36.52
56,15.71
57,20.47
58,40.87
59,13.54
60,47.68
61,61.53
62,37.09
63,38.34
64,32.26
65,43.38
66,43.25
67,41.89
68,26.25
69,52.23
70,8.3
71,25.22
72,41.74
73,42.77
74,43.09
75,17.09
76,14.13
77,39.73
78,39.74
79,46.37
80,33.29
81,58.16
82,33.3
83,41.49
84,18.13
85,26.31
86,27.76
87,59.56
88,54.97
89,32.47
