src,dst,comm
0,27,8
0,22,1
0,58,10
0,32,6
1,69,7
1,63,9
1,41,6
1,45,6
2,53,6
2,40,3
2,77,4
3,4,7
3,75,6
3,31,9
4,54,2
4,84,5
5,58,1
6,87,2
6,61,2
6,60,8
6,36,7
7,37,9
7,35,9
7,56,3
8,11,5
8,86,8
8,67,6
9,86,4
10,58,3
10,31,2
11,66,3
11,19,1
11,63,8
11,69,4
12,71,8
12,77,9
12,28,3
12,42,3
13,50,8
14,18,2
15,55,3
16,83,6
16,19,5
16,78,9
17,27,7
18,71,5
18,51,5
18,62,6
18,34,3
19,67,3
20,27,9
20,54,9
20,67,3
20,64,3
21,80,9
21,22,9
21,26,6
21,48,5
22,66,9
22,59,5
22,50,10
23,70,3
23,68,2
23,27,7
24,58,9
24,46,1
24,78,3
24,50,7
25,27,8
25,69,5
26,75,9
26,49,1
26,59,4
27,75,3
27,68,5
27,55,10
27,49,7
28,64,5
28,71,10
28,67,10
29,88,10
30,43,7
30,58,5
30,50,1
30,79,4
31,61,4
31,74,6
31,33,6
32,85,5
32,80,7
33,34,7
33,76,6
33,55,1
33,48,3
34,49,5
35,77,9
36,37,8
37,70,10
37,71,8
37,74,3
38,48,8
38,53,3
39,63,1
40,87,8
40,81,10
40,69,8
41,74,7
41,53,8
41,56,2
42,68,1
43,63,4
43,56,3
43,75,10
43,50,5
44,77,9
44,66,5
44,79,7
45,71,10
45,80,5
45,68,4
45,77,6
46,70,8
46,61,10
47,63,7
48,55,1
49,80,1
49,65,6
50,73,2
50,51,1
50,72,2
51,58,3
52,88,2
53,68,2
53,70,3
53,85,3
53,63,7
54,85,10
55,82,7
55,73,6
55,75,2
55,87,4
56,82,6
56,80,6
57,82,6
57,86,10
58,87,6
58,69,1
58,80,9
59,61,5
59,78,6
60,65,9
60,67,8
60,84,8
60,63,7
61,80,4
61,66,10
61,67,8
62,68,1
62,76,2
62,79,5
63,77,10
63,72,5
63,67,5
64,71,5
64,69,5
64,87,4
64,89,5
65,84,4
66,84,6
67,83,5
67,87,8
67,72,1
68,89,2
68,72,5
69,87,3
69,83,3
69,78,10
69,77,5
70,76,5
70,75,7
70,88,7
70,72,3
71,79,1
72,77,9
72,84,8
72,89,4
72,74,5
73,81,2
74,75,7
74,82,10
74,79,4
74,84,5
75,88,1
76,89,2
76,86,3
77,79,9
77,86,6
78,89,5
78,85,3
79,89,1
79,88,9
80,82,9
80,89,8
81,86,9
81,89,9
81,82,9
81,83,6
82,89,6
82,86,10
82,85,10
82,84,1
83,87,3
83,89,10
83,85,4
83,88,5
84,89,2
84,88,6
84,87,10
84,85,3
85,89,7
85,86,6
85,88,8
85,87,2
86,88,8
87,88,4
87,89,2
88,89,10
