task,cost
0,48.04
1,30.69
2,14.64
3,51.0
4,14.9
5,20.87
6,49.61
7,13.45
8,15.26
9,27.21
10,38.36
11,50.38
12,42.99
13,50.8
14,26.81
15,59.38
16,29.03
17,55.1
18,20.42
19,32.85
20,40.42
21,42.95
22,13.43
23,16.25
24,27.63
25,35.23
26,26.78
27,36.26
28,34.55
29,18.88
30,23.27
31,32.46
32,48.52
33,35.41
34,19.96
35,41.51
36,14.35
37,40.21
38,49.46
39,45.94
40,13.11
41,44.35
42,41.26
43,43.03
44,23.26
45,29.56
46,39.23
47,18.17
48,43.22
49,11.5
50,18.89
51,22.6
52,46.71
53,43.41
54,23.25
55,14.05
56,16.58
57,18.34
58,51.84
59,23.83
