src,dst,comm
0,63,8
0,24,1
0,78,2
1,53,4
2,8,3
2,58,1
3,37,9
3,78,9
4,5,3
4,37,1
4,76,4
5,84,7
5,62,2
5,37,10
6,62,7
6,48,3
6,46,6
6,55,9
7,99,10
7,70,7
7,83,6
8,85,8
8,82,5
8,17,9
8,31,9
9,77,6
9,47,3
10,13,10
11,17,9
11,20,10
11,53,9
11,96,4
12,73,9
12,79,7
13,55,9
13,75,7
13,93,8
14,43,8
14,19,3
14,67,10
14,41,7
15,53,7
16,93,1
16,27,3
17,41,10
17,53,4
17,48,9
18,80,9
18,63,2
19,84,3
19,56,10
19,46,9
19,50,3
20,34,9
20,77,9
21,71,3
21,87,9
22,79,9
22,55,10
22,75,10
23,39,4
23,52,7
23,27,2
23,98,4
24,40,7
24,25,9
24,95,3
24,37,10
25,34,1
26,73,4
26,98,6
27,94,7
27,39,7
27,77,8
28,84,6
28,65,8
29,78,8
29,60,8
29,52,1
30,38,2
30,46,1
30,95,6
30,50,3
31,78,6
31,77,1
31,45,5
32,52,2
33,77,3
33,54,3
33,81,8
34,39,2
34,58,7
34,68,9
34,98,2
35,58,7
35,40,9
36,40,4
36,48,7
36,75,7
37,59,4
38,45,10
38,63,3
38,47,7
38,41,5
39,80,7
39,98,2
40,93,5
40,57,8
40,51,10
40,52,3
41,61,4
42,95,10
43,61,8
44,84,8
44,74,9
44,99,1
45,64,10
45,65,7
45,98,2
46,50,5
46,88,4
46,79,6
46,90,4
47,54,10
48,79,8
48,83,6
48,94,6
48,72,1
49,98,1
50,59,8
51,78,9
51,54,8
52,73,5
52,85,5
53,93,5
53,80,6
53,91,9
54,82,6
54,98,7
55,74,6
55,67,3
55,76,1
56,82,9
56,58,9
57,97,6
57,79,10
58,59,10
58,98,8
58,99,1
58,81,1
59,81,2
59,99,8
59,97,2
59,65,8
60,85,1
60,73,7
61,70,10
62,72,10
63,87,8
64,79,4
64,71,7
65,70,10
65,79,9
65,93,2
65,76,4
66,75,3
66,98,3
66,95,4
67,78,1
67,92,8
67,99,7
67,83,3
68,88,8
69,75,7
70,82,1
70,99,10
71,99,10
72,82,8
72,84,7
72,99,5
73,76,6
73,82,9
74,90,6
75,83,7
75,82,10
75,88,1
76,87,9
76,84,8
76,96,7
77,93,7
77,90,8
77,98,4
78,89,4
78,94,2
79,96,7
79,83,6
79,98,5
80,81,6
81,93,5
81,97,1
81,92,6
81,86,2
82,93,10
83,86,4
83,87,5
83,95,10
84,87,8
84,92,10
85,91,3
85,90,9
85,99,6
85,94,8
86,94,2
86,90,6
86,95,10
86,97,3
87,89,3
87,95,1
88,89,5
88,92,2
88,96,1
88,99,1
89,93,10
90,91,9
91,96,1
91,98,9
91,92,2
92,93,2
92,96,5
92,94,6
93,99,7
94,97,9
94,96,6
94,98,1
94,99,4
95,98,3
95,96,3
96,98,2
97,99,6
98,99,1
