task,cost
0,15.94
1,34.98
2,20.26
3,56.63
4,24.28
5,26.34
6,16.92
7,15.1
8,14.08
9,27.72
10,61.7
11,39.14
12,43.39
13,44.26
14,32.38
15,13.64
16,47.35
17,31.05
18,15.07
19,43.94
20,43.04
21,33.46
22,22.98
23,25.91
24,24.34
25,15.69
26,9.71
27,30.13
28,45.26
29,35.49
30,16.38
31,13.2
32,44.16
33,36.96
34,29.89
35,15.47
36,47.72
37,26.68
38,55.63
39,25.7
40,14.32
41,27.7
42,39.36
43,27.33
44,15.34
45,13.54
46,37.08
47,19.97
48,30.3
49,37.46
50,35.35
51,44.64
52,12.25
53,54.07
54,31.25
55,14.4
56,37.85
57,23.99
58,21.88
59,26.67
60,56.59
61,24.48
62,31.42
63,38.99
64,44.34
65,38.92
66,9.64
67,48.42
68,10.53
69,18.03
