task,cost
0,22.83
1,28.65
2,34.71
3,44.67
4,45.47
5,20.62
6,21.67
7,22.37
8,14.89
9,40.6
10,29.9
11,28.51
12,21.48
13,22.65
14,55.32
15,30.13
16,20.5
17,13.26
18,43.62
19,16.62
20,28.2
21,33.08
22,17.6
23,38.3
24,15.78
25,18.98
26,32.89
27,24.72
28,14.37
29,26.86
30,10.09
31,55.34
32,50.79
33,48.42
34,9.15
35,23.62
36,36.64
37,33.24
38,32.29
39,20.32
40,27.97
41,15.61
42,20.0
43,14.14
44,41.68
45,36.9
46,33.06
47,20.02
48,16.91
49,10.99
50,28.43
51,34.35
52,13.47
53,8.28
54,27.89
55,21.96
56,29.82
57,34.69
58,29.68
59,10.89
60,35.86
61,25.81
62,39.84
63,49.69
64,18.45
65,34.23
66,14.97
67,57.13
68,8.14
69,13.63
70,34.52
71,28.02
72,34.84
73,35.78
74,14.1
75,28.75
76,35.29
77,34.84
78,19.75
79,9.4
80,10.5
81,36.38
82,24.72
83,14.69
84,12.89
85,27.8
86,11.55
87,10.73
88,27.06
89,18.53
