task,cost
0,50.81
1,56.14
2,38.67
3,24.8
4,15.41
5,27.39
6,53.97
7,8.94
8,42.13
9,13.03
10,13.12
11,13.41
12,45.03
13,40.66
14,18.26
15,36.34
16,44.67
17,24.66
18,47.42
19,28.21
20,47.11
21,28.03
22,30.66
23,35.65
24,41.21
25,10.97
26,31.67
27,9.08
28,44.61
29,35.81
30,32.67
31,41.88
32,28.01
33,49.25
34,39.45
35,29.09
36,45.86
37,33.63
38,22.5
39,41.42
40,15.86
41,14.44
42,20.07
43,27.81
44,19.69
45,18.7
46,14.63
47,34.68
48,22.6
49,10.81
50,19.89
51,27.98
52,36.06
53,18.7
54,8.08
55,42.01
56,20.73
57,56.64
58,17.45
59,29.78
60,24.96
61,21.79
62,23.19
63,12.06
64,57.33
65,19.74
66,20.14
67,18.67
68,27.39
69,18.45
