task,cost
0,26.97
1,24.1
2,32.49
3,56.42
4,42.96
5,13.4
6,49.65
7,29.53
8,48.16
9,35.74
10,18.33
11,27.1
12,43.61
13,14.38
14,16.94
15,25.43
16,36.47
17,29.43
18,27.83
19,37.75
20,37.66
21,36.67
22,30.61
23,27.47
24,17.09
25,40.64
26,32.72
27,20.69
28,41.73
29,12.78
30,26.63
31,35.47
32,26.47
33,18.62
34,34.54
35,21.69
36,38.56
37,42.45
38,41.93
39,21.56
40,15.78
41,9.29
42,56.74
43,19.38
44,39.59
45,41.76
46,44.71
47,58.99
48,18.88
49,18.32
50,43.99
51,41.6
52,47.33
53,45.19
54,39.47
55,16.55
56,52.08
57,29.69
58,11.8
59,35.52
