task,cost
0,8.46
1,30.7
2,32.98
3,22.71
4,47.43
5,59.22
6,13.49
7,58.64
8,18.89
9,39.54
10,37.2
11,52.27
12,37.93
13,38.63
14,41.6
15,8.08
16,15.6
17,19.99
18,59.15
19,34.52
20,43.15
21,28.81
22,48.74
23,35.42
24,27.84
25,24.66
26,35.57
27,9.66
28,41.88
29,16.63
30,20.51
31,31.66
32,57.08
33,17.01
34,41.82
35,23.45
36,22.47
37,36.56
38,41.23
39,14.27
40,31.37
41,40.33
42,37.53
43,24.43
44,25.07
45,46.56
46,15.37
47,33.2
48,50.12
49,31.94
50,51.58
51,31.05
52,13.35
53,38.27
54,15.07
55,37.02
56,49.87
57,43.26
58,39.25
59,32.03
