task,cost
0,21.13
1,9.92
2,47.83
3,8.5
4,11.43
5,14.64
6,18.24
7,34.22
8,25.44
9,32.64
10,15.35
11,49.94
12,51.81
13,9.96
14,11.97
15,33.84
16,37.71
17,29.42
18,31.86
19,22.13
20,37.08
21,23.48
22,27.34
23,20.67
24,35.23
25,25.46
26,10.84
27,31.77
28,46.98
29,35.08
30,24.66
31,20.08
32,52.89
33,41.13
34,41.81
35,19.54
36,44.91
37,15.5
38,25.65
39,9.21
40,33.21
41,22.08
42,21.93
43,11.23
44,23.5
45,40.09
46,22.25
47,35.1
48,21.23
49,16.05
50,41.03
51,41.92
52,15.92
53,48.67
54,44.12
55,30.99
56,23.15
57,14.46
58,46.42
59,14.62
60,54.42
61,42.99
62,53.24
63,44.17
64,14.55
65,16.89
66,38.18
67,11.05
68,28.34
69,13.29
70,19.47
71,30.3
72,19.47
73,28.26
74,43.32
75,9.46
76,11.41
77,41.94
78,24.33
79,21.14
80,18.3
81,50.55
82,33.46
83,14.18
84,24.46
85,40.49
86,46.21
87,46.82
88,33.76
89,22.24
