task,cost
0,58.84
1,54.88
2,31.83
3,24.8
4,36.09
5,37.94
6,26.08
7,19.15
8,37.46
9,19.65
10,14.18
11,34.29
12,26.05
13,49.62
14,35.66
15,12.94
16,25.99
17,20.94
18,24.63
19,26.22
20,29.11
21,18.76
22,30.9
23,54.68
24,13.75
25,45.33
26,27.58
27,9.67
28,59.98
29,14.38
30,31.59
31,35.34
32,46.5
33,15.28
34,44.46
35,18.35
36,39.17
37,27.91
38,26.09
39,51.64
40,35.76
41,26.17
42,10.31
43,52.05
44,33.25
45,50.77
46,15.8
47,16.47
48,17.96
49,35.48
50,37.24
51,28.18
52,24.74
53,37.15
54,49.79
55,30.78
56,24.51
57,16.74
58,49.7
59,21.06
60,42.76
61,7.55
62,33.09
63,40.32
64,46.7
65,25.13
66,10.4
67,31.69
68,41.96
69,34.98
70,29.02
71,24.39
72,26.29
73,25.64
74,10.09
75,30.04
76,30.16
77,51.08
78,37.95
79,39.2
80,21.26
81,31.62
82,21.8
83,33.83
84,35.62
85,35.28
86,31.48
87,15.55
88,14.6
89,52.26
