src,dst,comm
0,86,8
1,84,5
1,77,9
1,53,10
1,18,2
2,4,7
2,44,6
3,67,8
3,75,9
3,82,10
3,39,4
4,66,2
4,10,3
5,63,9
5,40,1
5,73,4
5,28,9
6,57,4
6,30,4
6,73,3
6,33,7
7,49,10
7,32,9
8,20,9
8,21,2
8,37,3
9,21,2
9,70,6
9,41,6
9,40,10
10,25,8
10,78,1
10,48,9
11,61,10
12,54,7
12,85,1
12,80,4
13,84,3
14,29,1
14,72,8
15,74,6
15,28,3
15,72,10
16,47,9
17,80,1
18,45,6
18,64,5
19,82,3
19,22,8
19,21,4
19,23,6
20,68,7
20,85,2
20,51,8
21,61,1
21,25,3
21,68,9
22,73,1
22,79,1
22,52,1
23,56,1
23,34,5
24,48,2
24,44,1
24,85,9
25,76,4
25,57,5
26,27,3
27,64,1
27,65,2
28,64,2
29,63,4
30,50,6
30,86,3
31,43,9
31,56,8
32,84,4
33,56,6
33,50,8
33,87,7
33,55,2
34,82,3
34,61,1
34,60,9
34,44,9
35,59,10
35,43,9
35,40,8
36,39,9
36,53,10
36,61,4
36,85,1
37,71,2
37,70,3
37,61,1
37,54,1
38,76,10
38,41,3
39,47,9
39,75,5
39,78,5
40,89,3
40,70,7
40,59,6
40,75,6
41,54,4
41,59,9
41,51,1
41,62,1
42,78,2
42,54,4
42,86,9
43,77,3
44,89,10
44,80,10
45,76,6
45,46,7
45,69,7
46,48,7
47,69,10
47,65,10
48,61,2
48,70,10
48,84,6
49,88,1
49,65,6
49,58,2
50,70,6
50,76,7
50,61,2
50,83,1
51,80,5
51,57,2
52,87,7
52,70,4
52,75,10
53,89,10
53,61,4
53,77,7
54,80,3
55,61,9
55,56,4
56,79,2
56,87,8
56,65,4
56,57,7
57,75,4
57,62,1
57,86,3
57,65,4
58,60,8
58,77,6
59,86,9
59,79,5
59,71,7
59,63,3
60,63,10
60,75,10
60,64,8
60,79,6
61,78,5
61,66,10
62,78,10
63,71,6
63,85,3
63,86,8
64,69,1
64,78,5
65,86,2
65,89,10
65,73,7
65,75,9
66,68,1
67,82,9
67,76,5
67,77,5
68,71,1
68,72,9
68,84,2
69,83,2
69,85,5
70,81,2
70,88,2
70,84,3
71,85,9
71,73,3
71,87,3
71,86,7
72,82,4
73,83,9
73,81,1
73,80,8
74,82,6
75,76,7
76,82,2
76,88,4
77,85,7
77,83,3
78,83,7
79,88,9
80,83,9
80,84,10
80,86,5
81,87,2
81,86,7
81,83,9
82,85,3
82,86,5
82,83,5
83,88,8
83,87,10
83,85,7
83,84,7
84,88,8
85,86,5
85,89,7
85,87,5
86,88,5
86,87,5
86,89,7
87,89,8
87,88,9
88,89,4
