task,cost
0,30.83
1,32.68
2,37.98
3,38.03
4,30.24
5,28.05
6,25.67
7,29.81
8,12.4
9,16.74
10,26.88
11,17.86
12,21.26
13,27.76
14,40.97
15,15.32
16,31.8
17,43.99
18,11.97
19,23.66
20,22.26
21,23.44
22,21.72
23,34.68
24,18.12
25,20.4
26,34.07
27,34.15
28,23.34
29,23.51
30,22.15
31,24.18
32,30.93
33,36.12
34,18.34
35,30.27
36,30.76
37,50.35
38,31.88
39,23.14
40,38.04
41,42.97
42,23.07
43,26.4
44,34.19
45,55.15
46,44.42
47,29.11
48,26.38
49,29.41
50,36.83
51,55.96
52,31.94
53,12.41
54,35.23
55,45.25
56,36.34
57,52.75
58,45.16
59,33.08
60,33.21
61,41.08
62,49.58
63,8.66
64,44.35
65,14.22
66,12.8
67,28.54
68,22.57
69,16.53
70,52.28
71,31.98
72,39.17
73,25.38
74,12.95
75,36.53
76,22.12
77,32.63
78,13.05
79,50.17
80,14.08
81,25.4
82,24.59
83,35.83
84,37.4
85,18.75
86,13.86
87,12.55
88,45.59
89,14.4
