task,cost
0,12.22
1,31.57
2,21.01
3,34.04
4,19.49
5,48.03
6,39.28
7,27.6
8,14.47
9,26.97
10,37.22
11,53.13
12,21.03
13,12.74
14,12.12
15,24.68
16,52.28
17,11.48
18,40.09
19,14.39
20,36.75
21,44.71
22,29.43
23,14.77
24,37.62
25,28.77
26,58.42
27,39.15
28,34.23
29,50.66
30,29.15
31,46.5
32,30.19
33,17.9
34,33.0
35,31.04
36,51.78
37,42.05
38,17.85
39,18.35
40,40.67
41,17.03
42,51.08
43,12.46
44,45.53
45,38.47
46,45.5
47,32.7
48,19.73
49,17.73
50,29.02
51,19.21
52,9.28
53,13.71
54,47.96
55,38.12
56,26.61
57,33.23
58,31.01
59,34.81
60,10.22
61,33.63
62,8.52
63,40.91
64,36.38
65,25.33
66,31.61
67,30.04
68,21.75
69,10.88
