src,dst,comm
0,33,1
0,5,10
0,4,10
0,21,1
1,8,5
1,44,3
1,20,2
2,19,6
2,6,4
2,32,5
3,26,1
3,15,8
3,27,3
4,41,10
5,31,4
5,41,9
5,40,7
5,43,5
6,43,6
6,29,9
6,49,4
7,48,8
7,31,4
7,12,2
7,27,5
8,11,3
8,25,8
9,31,8
9,23,3
10,29,8
10,16,1
11,44,8
12,41,8
12,44,5
12,14,10
12,22,8
13,19,3
14,27,2
14,29,1
14,46,1
15,19,3
15,45,8
15,37,3
16,34,9
16,30,5
17,49,8
17,27,10
17,45,6
18,49,9
18,40,8
19,32,5
20,33,9
20,31,2
21,42,1
21,43,4
21,35,7
22,47,7
22,30,1
23,29,2
23,39,2
23,35,1
24,31,5
24,49,7
24,41,4
25,34,1
25,40,2
26,30,10
27,30,1
27,34,6
27,42,9
27,47,9
28,47,7
28,35,8
28,38,7
29,38,9
29,34,8
30,40,5
30,42,4
31,41,6
32,38,9
32,47,1
32,39,10
32,35,7
33,41,9
34,44,1
35,45,6
36,44,1
36,49,9
37,48,9
37,47,8
37,45,8
38,41,9
38,42,8
38,47,10
39,48,8
39,44,1
40,43,10
41,43,9
41,48,3
41,46,7
41,44,8
42,49,10
42,43,2
42,45,8
43,49,7
43,44,1
43,45,4
43,47,8
44,46,7
44,49,8
44,48,9
45,47,8
46,49,3
46,47,4
47,48,7
47,49,4
48,49,8
