task,cost
0,15.57
1,7.74
2,21.51
3,28.56
4,13.58
5,30.46
6,13.82
7,54.45
8,36.55
9,42.58
10,14.58
11,19.75
12,10.91
13,25.26
14,9.65
15,12.76
16,50.53
17,18.76
18,51.65
19,43.33
20,36.72
21,34.25
22,33.41
23,48.03
24,24.85
25,13.41
26,57.79
27,26.59
28,46.83
29,37.66
30,41.42
31,28.0
32,36.22
33,56.03
34,18.05
35,23.46
36,29.25
37,29.27
38,39.05
39,48.58
40,27.88
41,17.25
42,26.02
43,14.34
44,34.02
45,13.68
46,26.31
47,15.93
48,30.92
49,18.92
50,22.7
51,33.0
52,27.86
53,34.24
54,8.33
55,20.51
56,32.99
57,53.96
58,34.89
59,46.31
60,26.14
61,30.2
62,36.21
63,18.94
64,20.82
65,24.99
66,16.73
67,18.03
68,16.89
69,20.88
70,28.81
71,38.71
72,48.95
73,34.72
74,15.97
75,12.69
76,21.25
77,47.87
78,19.62
79,32.44
80,26.99
81,33.06
82,21.57
83,14.84
84,30.02
85,26.87
86,46.66
87,24.82
88,23.57
89,19.05
90,29.0
91,33.22
92,41.62
93,50.57
94,35.49
95,47.57
96,11.28
97,22.33
98,27.6
99,55.4
