task,cost
0,23.84
1,48.99
2,47.5
3,21.87
4,37.37
5,45.83
6,19.23
7,57.6
8,47.26
9,37.39
10,59.81
11,10.81
12,46.8
13,15.82
14,44.58
15,52.57
16,44.78
17,60.52
18,17.02
19,49.93
20,51.69
21,43.96
22,28.19
23,33.5
24,27.3
25,31.12
26,31.31
27,20.46
28,42.18
29,39.17
30,31.45
31,16.06
32,38.4
33,31.24
34,34.26
35,40.78
36,54.84
37,21.46
38,48.07
39,40.34
40,34.49
41,42.7
42,27.24
43,40.92
44,16.08
45,15.7
46,48.19
47,23.48
48,34.88
49,38.94
50,20.15
51,28.09
52,53.6
53,22.51
54,35.28
55,49.12
56,31.22
57,23.76
58,40.83
59,11.27
60,37.0
61,36.7
62,31.73
63,29.07
64,9.47
65,15.49
66,35.48
67,26.27
68,40.95
69,35.32
70,15.38
71,41.24
72,45.25
73,56.21
74,26.32
75,58.68
76,24.95
77,24.13
78,14.18
79,47.71
80,21.26
81,59.44
82,34.61
83,32.75
84,25.35
85,23.9
86,15.65
87,11.42
88,14.98
89,38.22
90,40.06
91,35.85
92,23.89
93,25.31
94,11.16
95,29.12
96,31.83
97,35.24
98,42.55
99,33.24
