task,cost
0,15.7
1,29.4
2,36.54
3,21.4
4,12.82
5,16.33
6,36.33
7,47.62
8,38.07
9,36.97
10,31.93
11,57.5
12,38.79
13,39.93
14,25.6
15,23.34
16,12.88
17,15.96
18,21.13
19,58.22
20,30.23
21,26.32
22,35.64
23,34.11
24,32.72
25,28.38
26,22.98
27,16.63
28,23.45
29,49.82
30,25.77
31,13.5
32,21.81
33,21.86
34,23.23
35,19.36
36,24.64
37,11.33
38,33.56
39,18.5
40,25.88
41,37.67
42,16.95
43,34.64
44,28.23
45,38.24
46,35.97
47,33.9
48,26.52
49,21.97
50,27.13
51,9.56
52,49.21
53,19.55
54,24.78
55,34.66
56,34.2
57,8.06
58,28.76
59,35.2
60,40.34
61,20.23
62,21.55
63,31.83
64,55.62
65,31.98
66,29.07
67,12.27
68,32.46
69,44.93
