task,cost
0,26.4
1,17.79
2,33.94
3,53.36
4,15.96
5,22.2
6,42.93
7,11.22
8,37.99
9,47.65
10,28.32
11,11.77
12,11.82
13,16.63
14,54.91
15,27.03
16,18.42
17,23.53
18,12.05
19,22.39
20,47.3
21,31.57
22,37.12
23,26.11
24,33.11
25,26.47
26,8.28
27,18.35
28,22.42
29,18.28
30,32.12
31,24.59
32,52.78
33,39.97
34,28.74
35,41.79
36,20.91
37,20.9
38,23.05
39,13.46
40,18.08
41,52.51
42,46.7
43,41.3
44,35.29
45,47.18
46,29.34
47,13.22
48,20.05
49,21.38
50,27.91
51,45.73
52,38.03
53,31.54
54,37.4
55,15.9
56,18.76
57,21.97
58,34.59
59,51.83
60,44.83
61,56.8
62,26.39
63,19.45
64,38.28
65,41.93
66,25.06
67,18.27
68,34.88
69,13.75
70,45.73
71,35.21
72,55.66
73,22.01
74,20.89
75,21.24
76,33.68
77,52.47
78,27.72
79,16.81
80,25.84
81,10.68
82,32.04
83,39.22
84,36.31
85,8.16
86,15.62
87,30.93
88,32.35
89,20.66
