task,cost
0,14.68
1,49.65
2,21.01
3,22.59
4,41.23
5,36.05
6,35.97
7,39.09
8,46.83
9,36.16
10,47.83
11,26.72
12,11.29
13,13.53
14,41.36
15,53.81
16,57.63
17,28.37
18,57.01
19,36.58
20,15.99
21,46.13
22,29.35
23,33.24
24,10.41
25,25.67
26,27.32
27,28.31
28,35.41
29,24.71
30,36.08
31,42.14
32,18.78
33,41.41
34,18.92
35,28.19
36,23.5
37,16.68
38,50.47
39,28.97
40,34.33
41,32.68
42,43.46
43,42.06
44,32.28
45,48.63
46,55.43
47,34.38
48,11.27
49,21.82
50,23.49
51,17.42
52,10.84
53,30.35
54,51.05
55,23.91
56,14.11
57,43.2
58,45.26
59,26.84
60,55.7
61,59.88
62,34.44
63,39.5
64,36.5
65,26.11
66,12.29
67,13.89
68,32.87
69,12.82
70,37.98
71,31.49
72,49.96
73,31.19
74,40.92
75,56.59
76,35.38
77,37.96
78,30.66
79,21.86
80,16.82
81,44.38
82,33.85
83,33.1
84,20.05
85,24.47
86,14.45
87,13.83
88,42.18
89,24.12
