task,cost
0,60.91
1,29.32
2,12.35
3,36.26
4,54.91
5,23.34
6,33.22
7,17.83
8,18.24
9,23.14
10,41.19
11,25.75
12,46.7
13,40.55
14,19.66
15,21.49
16,30.6
17,31.88
18,25.81
19,29.56
20,21.98
21,10.66
22,12.17
23,57.41
24,34.64
25,45.77
26,11.71
27,60.28
28,40.95
29,44.55
30,42.43
31,23.41
32,36.7
33,25.17
34,36.05
35,17.0
36,19.27
37,39.17
38,40.11
39,21.78
40,7.75
41,29.67
42,50.76
43,34.83
44,35.89
45,23.07
46,28.5
47,34.12
48,17.31
49,21.86
50,42.56
51,23.44
52,16.75
53,19.58
54,31.22
55,45.84
56,51.02
57,47.11
58,37.91
59,27.72
