task,cost
0,28.93
1,11.52
2,25.26
3,30.05
4,33.51
5,37.6
6,18.99
7,33.58
8,10.32
9,14.1
10,7.64
11,35.02
12,14.49
13,27.74
14,13.16
15,30.85
16,29.57
17,32.5
18,39.1
19,24.6
20,38.42
21,23.91
22,29.85
23,31.03
24,11.08
25,16.23
26,23.66
27,10.48
28,42.97
29,17.39
30,42.3
31,14.3
32,12.33
33,47.21
34,35.21
35,31.49
36,40.35
37,20.53
38,51.63
39,20.29
40,28.79
41,54.8
42,18.96
43,18.61
44,43.75
45,22.88
46,36.99
47,14.99
48,11.85
49,19.63
50,49.99
51,13.02
52,41.19
53,15.43
54,21.34
55,34.89
56,33.73
57,43.87
58,39.63
59,23.96
60,52.97
61,28.14
62,47.32
63,39.32
64,45.44
65,58.4
66,45.49
67,23.54
68,16.39
69,14.62
