task,cost
0,35.82
1,23.71
2,12.93
3,44.47
4,33.71
5,39.16
6,21.54
7,41.55
8,40.57
9,25.43
10,14.3
11,38.87
12,15.06
13,19.34
14,47.71
15,26.91
16,16.3
17,11.3
18,22.14
19,44.86
20,15.65
21,35.7
22,36.15
23,24.41
24,51.96
25,22.88
26,39.36
27,13.65
28,20.91
29,18.31
30,34.42
31,32.26
32,23.68
33,34.57
34,29.7
35,27.35
36,22.84
37,31.36
38,14.39
39,20.06
40,44.85
41,39.82
42,54.5
43,41.06
44,53.0
45,52.9
46,31.82
47,31.84
48,33.14
49,28.93
50,35.66
51,27.11
52,36.86
53,31.94
54,21.09
55,37.45
56,16.64
57,45.29
58,15.57
59,39.5
60,28.62
61,22.41
62,22.19
63,50.25
64,14.08
65,13.25
66,45.34
67,14.13
68,23.12
69,34.37
70,34.91
71,47.2
72,20.49
73,19.63
74,30.58
75,44.82
76,9.7
77,51.17
78,28.56
79,15.02
80,41.11
81,43.72
82,26.23
83,16.91
84,17.44
85,39.91
86,36.9
87,16.2
88,53.56
89,39.68
90,35.01
91,22.08
92,33.18
93,42.6
94,19.72
95,14.28
96,40.63
97,7.59
98,22.8
99,32.66
