src,dst,comm
0,31,5
0,33,4
0,29,10
0,30,6
1,37,4
1,31,3
1,32,2
1,3,2
2,15,8
2,35,2
2,17,1
2,23,6
3,35,5
3,23,4
3,26,9
4,6,2
4,30,5
4,35,2
5,11,7
5,33,3
5,26,1
5,30,8
6,14,4
6,13,4
6,9,8
6,27,9
7,25,2
7,16,7
7,8,3
7,11,5
8,19,4
8,9,6
8,18,8
8,37,9
9,19,3
9,33,9
10,15,3
10,37,8
11,28,5
12,36,8
13,33,7
13,15,3
13,31,5
14,37,3
14,31,5
14,21,8
14,38,5
15,37,1
15,34,2
16,28,1
16,22,1
16,35,6
16,20,4
17,38,10
17,28,9
17,18,8
17,25,5
18,38,2
18,24,2
19,30,4
19,25,1
20,24,2
20,36,2
20,37,7
21,31,6
21,36,9
21,38,3
21,29,1
22,30,5
23,37,3
23,32,1
24,27,2
25,31,1
25,34,2
26,27,6
26,36,6
27,36,1
27,39,5
28,30,5
28,34,2
28,33,5
29,33,5
29,30,9
29,38,3
30,36,4
30,37,3
30,35,9
30,38,6
31,38,8
31,35,4
31,39,8
32,35,4
32,39,8
32,33,9
32,38,3
33,37,10
33,38,10
33,34,5
34,39,7
34,36,9
35,39,6
35,38,7
36,39,9
36,37,5
36,38,10
37,38,7
37,39,6
38,39,5
