task,cost
0,42.6
1,19.09
2,32.36
3,47.75
4,27.56
5,37.76
6,23.44
7,15.04
8,17.69
9,32.03
10,22.83
11,20.23
12,39.98
13,51.77
14,29.57
15,38.17
16,20.25
17,14.04
18,43.17
19,29.72
20,47.2
21,35.08
22,51.72
23,33.21
24,47.14
25,36.98
26,39.8
27,32.28
28,58.28
29,46.76
30,35.94
31,40.26
32,38.32
33,37.69
34,26.01
35,34.98
36,39.14
37,29.45
38,33.18
39,15.37
40,28.46
41,26.56
42,24.21
43,17.4
44,18.25
45,46.28
46,48.82
47,40.12
48,37.27
49,55.42
50,23.36
51,28.61
52,31.2
53,44.68
54,23.94
55,32.22
56,21.75
57,23.78
58,46.31
59,16.4
60,26.48
61,16.74
62,28.76
63,39.5
64,51.28
65,24.88
66,34.22
67,35.85
68,28.55
69,19.11
