src,dst,comm
0,63,3
0,26,1
0,2,2
1,55,1
1,37,7
1,2,2
1,31,2
2,72,2
2,66,8
2,61,10
2,12,2
3,78,7
3,43,5
4,74,7
4,47,2
5,57,5
5,25,5
5,58,4
6,51,2
7,60,1
7,30,1
7,51,2
8,16,6
8,44,7
8,62,7
9,70,1
10,35,6
10,57,1
10,75,5
11,51,8
11,15,8
11,61,10
11,48,2
12,33,4
12,42,10
13,27,4
14,51,5
15,35,9
15,47,1
15,30,9
16,47,1
17,21,6
17,25,9
17,23,2
17,36,8
18,38,2
18,31,7
18,70,8
18,44,6
19,74,4
19,57,1
19,36,7
19,67,3
20,74,4
20,40,1
20,76,9
20,75,3
21,40,3
22,79,7
22,76,3
22,28,4
22,41,6
23,35,4
23,66,9
23,60,6
24,27,4
24,54,6
25,40,5
25,49,1
25,79,2
25,68,3
26,35,6
26,52,9
27,31,7
28,75,10
28,43,2
29,37,6
30,55,7
30,40,6
30,49,1
31,70,6
31,52,3
31,49,3
32,79,2
32,74,2
32,45,7
32,34,1
33,42,1
33,60,9
33,62,6
34,61,9
34,55,5
35,36,7
35,46,1
35,74,7
35,71,2
36,63,3
36,39,5
37,62,10
37,43,9
38,79,2
39,77,7
39,73,1
40,51,4
41,62,1
41,60,8
42,59,8
42,78,5
42,62,4
43,52,1
43,54,6
43,73,6
43,59,8
44,69,3
44,60,9
44,71,9
44,53,9
45,64,10
45,46,4
46,56,1
46,63,3
46,64,1
47,63,7
47,53,6
48,67,1
49,69,8
50,63,9
50,61,9
50,60,2
50,64,1
51,67,4
52,62,1
52,66,10
52,78,6
52,54,5
53,77,1
53,64,8
53,58,6
53,56,7
54,70,7
54,67,3
55,76,2
56,64,7
56,59,6
57,78,8
57,72,4
57,74,4
57,61,4
58,73,1
59,73,2
59,76,10
59,64,9
60,68,5
60,78,9
60,65,3
61,66,8
61,76,6
61,68,8
62,77,8
62,73,1
62,66,3
63,71,9
64,75,8
65,69,2
66,70,6
66,79,1
66,74,1
66,69,2
67,70,10
67,76,9
67,68,6
68,71,3
69,73,1
69,79,3
70,71,2
70,78,3
70,76,10
70,75,4
71,73,5
71,77,4
71,79,7
72,75,7
72,76,10
73,78,3
74,76,8
74,78,1
75,77,9
75,79,6
76,79,2
77,79,10
77,78,3
78,79,8
