task,cost
0,54.43
1,44.28
2,21.82
3,39.46
4,25.3
5,55.46
6,53.24
7,47.65
8,35.89
9,30.9
10,25.53
11,33.28
12,41.59
13,52.53
14,11.61
15,36.7
16,39.75
17,57.37
18,39.89
19,42.09
20,44.99
21,23.67
22,26.06
23,37.66
24,33.75
25,28.21
26,16.03
27,21.11
28,42.27
29,29.63
30,15.68
31,29.72
32,44.18
33,14.62
34,54.46
35,22.91
36,9.26
37,13.48
38,21.62
39,11.79
40,30.72
41,46.03
42,16.02
43,44.58
44,21.15
45,20.56
46,9.57
47,12.65
48,48.11
49,35.27
50,28.64
51,19.37
52,8.68
53,18.63
54,44.83
55,34.46
56,32.22
57,22.87
58,44.32
59,28.97
