task,cost
0,34.62
1,31.62
2,53.05
3,56.78
4,12.59
5,27.53
6,32.82
7,32.31
8,36.23
9,11.12
10,33.68
11,24.9
12,15.56
13,34.0
14,34.56
15,16.55
16,13.13
17,31.88
18,11.39
19,34.0
20,19.02
21,56.2
22,10.67
23,32.18
24,41.55
25,33.61
26,18.12
27,28.74
28,11.22
29,30.68
30,48.58
31,32.54
32,13.55
33,19.33
34,41.23
35,25.23
36,28.92
37,25.76
38,8.41
39,37.29
40,24.68
41,50.99
42,22.2
43,16.27
44,22.98
45,14.69
46,49.38
47,33.41
48,33.63
49,55.12
50,26.13
51,15.24
52,35.91
53,16.27
54,29.1
55,22.2
56,16.27
57,44.97
58,32.1
59,30.24
60,20.89
61,23.79
62,14.81
63,8.62
64,39.03
65,51.36
66,33.37
67,18.24
68,51.67
69,33.37
70,36.42
71,20.05
72,41.93
73,30.47
74,16.8
75,40.47
76,21.23
77,22.75
78,19.84
79,38.11
