task,cost
0,22.36
1,58.6
2,48.31
3,52.4
4,44.83
5,49.24
6,14.87
7,20.21
8,15.24
9,29.32
10,38.65
11,44.15
12,21.02
13,51.57
14,47.7
15,20.86
16,39.86
17,13.1
18,14.54
19,47.24
20,15.16
21,45.18
22,26.11
23,11.31
24,36.79
25,10.33
26,38.96
27,24.5
28,25.53
29,13.92
30,39.6
31,21.28
32,37.93
33,43.65
34,36.05
35,28.0
36,44.09
37,16.38
38,52.93
39,26.95
40,35.55
41,20.21
42,37.99
43,25.44
44,24.07
45,27.88
46,36.14
47,31.47
48,29.16
49,34.96
50,32.5
51,49.86
52,51.48
53,20.26
54,11.61
55,43.54
56,17.78
57,23.83
58,22.3
59,41.62
60,25.2
61,29.52
62,22.63
63,15.86
64,8.39
65,14.7
66,58.95
67,24.59
68,33.55
69,23.17
70,29.79
71,38.55
72,24.06
73,37.76
74,28.83
75,47.45
76,39.78
77,11.84
78,43.33
79,21.45
80,27.19
81,50.97
82,30.21
83,23.94
84,33.71
85,35.62
86,14.55
87,44.85
88,36.11
89,27.29
90,50.42
91,40.37
92,22.32
93,38.71
94,22.66
95,35.2
96,32.08
97,40.37
98,52.18
99,30.12
