task,cost
0,30.73
1,15.95
2,33.23
3,43.16
4,28.31
5,30.07
6,16.31
7,32.42
8,23.48
9,14.41
10,41.7
11,46.21
12,13.73
13,25.22
14,35.21
15,35.3
16,16.97
17,19.46
18,9.2
19,16.52
20,8.71
21,46.29
22,36.76
23,15.5
24,54.9
25,40.18
26,37.69
27,20.22
28,18.01
29,18.5
30,57.26
31,11.66
32,23.7
33,14.07
34,24.86
35,17.29
36,31.46
37,15.55
38,46.08
39,34.31
40,18.21
41,16.27
42,12.54
43,26.68
44,28.49
45,34.57
46,10.43
47,55.05
48,32.98
49,13.17
50,25.98
51,40.48
52,40.08
53,44.12
54,11.84
55,25.55
56,57.43
57,38.09
58,23.86
59,17.93
60,10.71
61,22.86
62,40.04
63,45.82
64,43.24
65,13.9
66,27.93
67,10.88
68,34.93
69,26.35
70,35.5
71,41.35
72,36.17
73,46.06
74,31.37
75,37.81
76,23.21
77,31.5
78,32.99
79,49.5
80,18.24
81,17.23
82,14.85
83,27.38
84,13.67
85,20.13
86,20.42
87,39.45
88,17.02
89,28.77
