src,dst,comm
0,14,1
1,12,8
2,15,4
2,38,8
3,8,2
3,26,1
4,21,3
4,26,3
4,9,10
5,12,9
6,21,1
7,15,8
7,36,1
8,17,10
8,19,7
8,37,9
9,34,4
9,20,9
10,39,4
10,15,3
10,33,4
11,33,4
11,13,1
12,17,8
12,22,6
12,16,10
13,18,4
13,25,5
13,31,2
13,35,10
14,29,1
15,20,1
15,39,6
15,23,7
16,19,1
16,30,4
16,35,8
17,30,1
17,27,2
17,24,3
18,32,2
18,39,8
18,28,3
18,38,4
19,22,1
19,27,7
19,30,8
19,23,3
20,31,10
20,38,3
20,26,4
20,25,5
21,26,6
21,25,8
21,22,4
22,36,1
22,28,8
23,33,5
23,35,10
23,37,5
23,31,10
24,38,8
24,30,4
24,25,10
25,36,4
25,39,10
25,27,8
25,35,10
26,35,9
26,36,7
27,30,1
27,34,8
28,32,2
29,39,9
29,35,8
30,32,8
30,33,8
31,33,10
31,35,3
32,39,9
32,37,10
32,33,3
33,37,3
33,34,2
34,35,2
34,37,3
35,39,6
35,37,6
36,37,10
37,39,1
38,39,4
