task,cost
0,16.53
1,28.48
2,10.86
3,48.22
4,32.01
5,10.62
6,15.32
7,47.64
8,35.54
9,33.03
10,34.3
11,45.83
12,27.45
13,24.7
14,31.13
15,41.58
16,33.74
17,47.09
18,54.4
19,19.57
20,19.32
21,18.37
22,46.06
23,26.61
24,27.0
25,26.06
26,27.0
27,23.06
28,13.39
29,24.13
30,29.99
31,42.06
32,28.94
33,26.29
34,27.14
35,15.91
36,25.66
37,32.44
38,29.47
39,48.01
40,39.62
41,29.48
42,17.87
43,24.56
44,37.91
45,16.74
46,54.72
47,45.45
48,10.08
49,8.29
50,17.95
51,56.9
52,38.52
53,11.93
54,11.93
55,34.83
56,49.97
57,25.47
58,38.93
59,44.8
60,15.22
61,48.64
62,33.42
63,27.38
64,24.71
65,40.25
66,41.91
67,11.58
68,12.6
69,47.37
70,41.42
71,15.17
72,24.53
73,8.55
74,46.27
75,44.34
76,45.56
77,27.07
78,40.05
79,18.11
