task,cost
0,30.75
1,13.61
2,27.19
3,26.17
4,36.83
5,28.51
6,11.08
7,22.24
8,25.86
9,14.39
10,53.51
11,34.4
12,31.19
13,16.09
14,28.24
15,22.7
16,44.43
17,32.67
18,27.79
19,27.34
20,26.45
21,30.88
22,25.64
23,28.98
24,47.79
25,48.15
26,46.16
27,53.28
28,43.09
29,20.43
30,16.06
31,46.04
32,16.6
33,43.82
34,25.03
35,23.74
36,45.53
37,40.12
38,13.63
39,10.81
40,38.34
41,23.57
42,32.15
43,22.93
44,12.78
45,23.9
46,42.68
47,26.57
48,12.35
49,32.59
50,47.26
51,29.09
52,57.07
53,27.52
54,13.77
55,41.52
56,39.62
57,37.51
58,23.03
59,52.46
