task,cost
0,43.04
1,47.02
2,14.6
3,29.81
4,33.98
5,35.88
6,45.71
7,28.46
8,38.22
9,16.54
10,28.14
11,31.13
12,43.83
13,37.02
14,33.17
15,46.0
16,29.43
17,29.91
18,44.91
19,28.74
20,13.94
21,30.77
22,54.41
23,21.23
24,33.03
25,48.97
26,37.81
27,27.33
28,12.79
29,8.68
30,31.3
31,47.64
32,23.62
33,54.07
34,41.31
35,10.86
36,43.17
37,24.02
38,13.25
39,49.59
40,36.01
41,21.52
42,15.12
43,45.21
44,33.64
45,34.0
46,25.08
47,42.13
48,9.44
49,40.52
50,30.52
51,12.86
52,33.12
53,15.17
54,43.16
55,27.39
56,13.52
57,13.53
58,10.16
59,34.25
60,23.32
61,30.95
62,33.03
63,25.35
64,15.82
65,21.82
66,31.62
67,16.53
68,14.47
69,29.71
70,49.52
71,20.83
72,49.35
73,16.84
74,25.16
75,25.08
76,32.22
77,14.03
78,53.87
79,9.35
80,27.23
81,54.38
82,55.49
83,27.65
84,56.13
85,33.78
86,8.64
87,57.34
88,40.5
89,39.5
90,36.27
91,60.43
92,30.68
93,18.46
94,45.16
95,40.19
96,11.7
97,25.6
98,33.78
99,47.67
