task,cost
0,36.79
1,38.25
2,18.27
3,39.29
4,34.01
5,12.82
6,36.27
7,40.0
8,15.57
9,19.68
10,38.22
11,35.7
12,57.4
13,11.9
14,50.21
15,47.6
16,41.96
17,26.87
18,18.74
19,50.93
20,36.9
21,38.55
22,16.24
23,30.12
24,55.44
25,42.62
26,46.5
27,51.95
28,38.68
29,11.47
30,39.88
31,39.92
32,34.01
33,18.4
34,25.81
35,29.79
36,46.77
37,18.05
38,27.36
39,36.72
40,27.92
41,32.82
42,60.53
43,23.82
44,46.17
45,27.72
46,36.59
47,22.23
48,24.98
49,48.99
50,22.19
51,12.12
52,29.16
53,11.42
54,48.24
55,50.57
56,21.6
57,44.15
58,43.53
59,9.61
60,55.45
61,29.53
62,47.86
63,52.92
64,28.89
65,45.26
66,24.91
67,42.94
68,24.37
69,12.77
70,19.04
71,30.09
72,17.08
73,47.34
74,12.43
75,43.72
76,9.77
77,24.99
78,32.57
79,48.24
80,29.1
81,13.48
82,28.09
83,52.08
84,26.22
85,47.19
86,24.8
87,20.56
88,30.96
89,11.23
