task,cost
0,11.84
1,29.59
2,17.44
3,14.1
4,10.87
5,14.16
6,49.82
7,19.35
8,36.0
9,15.02
10,17.66
11,30.34
12,10.48
13,40.21
14,27.4
15,41.0
16,16.79
17,23.03
18,36.26
19,10.8
20,13.16
21,44.15
22,34.27
23,11.15
24,17.04
25,19.2
26,22.91
27,20.21
28,37.31
29,26.13
30,43.78
31,14.75
32,44.67
33,31.45
34,23.16
35,18.97
36,28.44
37,40.46
38,34.83
39,16.66
40,36.39
41,47.16
42,9.76
43,33.06
44,43.21
45,16.0
46,41.79
47,27.49
48,23.75
49,23.07
50,34.35
51,41.26
52,41.08
53,19.08
54,40.82
55,19.81
56,31.32
57,33.18
58,21.69
59,22.67
