task,cost
0,12.52
1,9.66
2,15.32
3,47.35
4,10.66
5,49.27
6,34.23
7,15.3
8,23.19
9,41.77
10,35.94
11,47.69
12,24.9
13,17.39
14,8.79
15,40.87
16,28.14
17,53.15
18,9.25
19,48.95
20,55.39
21,19.03
22,16.54
23,44.9
24,26.93
25,41.21
26,38.74
27,26.35
28,10.89
29,55.21
30,31.34
31,38.5
32,51.53
33,29.32
34,19.48
35,51.58
36,51.75
37,18.13
38,37.55
39,42.16
40,35.41
41,57.52
42,36.43
43,52.09
44,18.7
45,47.05
46,29.13
47,43.96
48,29.48
49,33.92
50,21.66
51,29.19
52,50.42
53,29.59
54,33.97
55,35.83
56,39.38
57,19.74
58,19.27
59,33.36
60,26.13
61,27.24
62,12.08
63,20.44
64,14.28
65,20.38
66,50.49
67,34.52
68,31.65
69,26.1
70,10.46
71,13.75
72,16.52
73,14.87
74,15.48
75,16.4
76,10.23
77,29.42
78,19.59
79,15.44
80,11.76
81,40.94
82,27.79
83,43.01
84,41.69
85,32.34
86,27.16
87,50.5
88,11.15
89,24.74
90,18.15
91,35.49
92,38.23
93,49.53
94,31.84
95,27.31
96,22.28
97,31.69
98,25.49
99,32.87
