task,cost
0,13.2
1,23.46
2,12.44
3,34.76
4,32.67
5,12.45
6,16.78
7,46.72
8,24.68
9,21.62
10,28.13
11,33.95
12,42.28
13,45.4
14,28.81
15,18.33
16,21.99
17,25.45
18,50.56
19,20.45
20,11.54
21,22.54
22,39.32
23,10.78
24,15.08
25,42.9
26,31.88
27,15.32
28,24.3
29,45.31
30,49.22
31,15.09
32,42.07
33,25.27
34,43.02
35,30.97
36,23.07
37,42.74
38,35.84
39,24.45
40,26.32
41,42.61
42,41.34
43,16.34
44,14.64
45,56.51
46,46.6
47,33.98
48,29.44
49,31.86
50,18.93
51,48.17
52,20.89
53,40.6
54,38.36
55,47.4
56,24.08
57,31.82
58,33.3
59,11.63
