task,cost
0,49.94
1,24.95
2,47.37
3,41.55
4,12.73
5,17.37
6,28.45
7,43.12
8,23.03
9,38.7
10,15.95
11,18.76
12,58.24
13,23.39
14,38.18
15,24.66
16,39.69
17,32.18
18,30.34
19,18.18
20,17.93
21,21.7
22,35.46
23,20.13
24,24.43
25,47.37
26,41.88
27,47.64
28,36.01
29,9.0
30,36.79
31,47.69
32,28.38
33,27.15
34,15.17
35,35.58
36,32.86
37,10.55
38,38.49
39,22.5
40,42.99
41,15.06
42,25.35
43,21.98
44,9.7
45,41.66
46,17.41
47,34.11
48,34.49
49,24.28
50,20.89
51,51.75
52,11.14
53,47.3
54,18.11
55,17.77
56,37.4
57,14.27
58,33.83
59,42.88
60,11.77
61,31.27
62,43.28
63,15.09
64,31.53
65,13.29
66,13.97
67,46.04
68,51.22
69,43.8
70,32.2
71,20.3
72,8.5
73,39.5
74,25.98
75,19.61
76,29.07
77,22.68
78,43.54
79,28.95
