task,cost
0,46.72
1,23.27
2,32.52
3,23.2
4,58.15
5,14.45
6,24.73
7,20.06
8,42.33
9,12.8
10,19.76
11,19.81
12,18.57
13,43.2
14,45.14
15,44.7
16,23.7
17,18.42
18,54.93
19,9.74
20,11.56
21,36.48
22,55.08
23,14.94
24,47.82
25,21.46
26,30.33
27,18.25
28,39.74
29,14.66
30,16.36
31,34.72
32,42.5
33,23.69
34,39.66
35,7.78
36,52.02
37,17.65
38,14.45
39,28.48
40,47.46
41,41.45
42,31.74
43,19.78
44,58.88
45,35.99
46,48.55
47,29.26
48,29.41
49,29.13
50,23.53
51,45.59
52,11.57
53,16.67
54,11.83
55,11.49
56,36.02
57,42.69
58,23.33
59,49.36
60,35.97
61,27.24
62,25.8
63,41.56
64,44.45
65,20.42
66,46.57
67,11.22
68,44.55
69,47.4
70,59.01
71,15.02
72,28.97
73,18.89
74,31.13
75,12.41
76,37.12
77,34.42
78,29.34
79,23.09
