src,dst,comm
0,14,4
0,9,3
0,8,7
1,14,4
2,18,3
2,24,4
2,17,6
3,16,2
3,13,10
4,29,7
4,6,6
4,8,1
4,7,10
5,19,10
5,15,8
6,12,2
7,19,8
7,11,5
7,29,7
7,17,4
8,10,2
8,23,7
9,21,10
9,28,7
9,23,9
9,13,1
10,12,2
10,20,2
10,25,8
11,13,2
11,15,4
11,27,7
12,19,4
12,15,1
12,27,5
13,26,4
13,29,10
14,24,6
14,29,1
14,22,3
15,28,9
16,19,2
17,29,4
18,26,7
18,21,10
19,26,8
19,21,8
19,29,10
20,22,1
20,27,7
21,23,9
21,29,2
21,25,9
21,22,10
22,29,6
22,25,5
23,29,9
23,27,9
23,25,8
24,25,4
25,27,4
25,26,3
25,29,8
26,27,6
27,28,8
28,29,7
