task,cost
0,26.54
1,56.16
2,17.88
3,34.58
4,13.34
5,28.98
6,36.62
7,46.72
8,25.82
9,19.2
10,52.21
11,44.45
12,32.43
13,54.08
14,12.08
15,11.09
16,41.16
17,44.93
18,27.92
19,38.33
20,50.53
21,45.97
22,34.37
23,34.13
24,19.21
25,15.92
26,31.32
27,23.06
28,10.34
29,34.15
30,44.19
31,13.42
32,19.93
33,53.61
34,36.62
35,12.0
36,47.04
37,32.53
38,34.37
39,12.77
40,10.14
41,38.54
42,43.01
43,40.89
44,39.81
45,13.15
46,16.09
47,34.03
48,30.63
49,43.32
50,15.67
51,14.8
52,38.84
53,58.18
54,22.22
55,7.92
56,28.07
57,16.11
58,47.13
59,47.12
60,14.17
61,28.44
62,37.77
63,47.84
64,16.31
65,15.08
66,38.25
67,40.41
68,14.8
69,10.15
70,39.5
71,53.61
72,26.35
73,53.56
74,33.79
75,36.85
76,30.57
77,21.86
78,13.58
79,14.53
80,27.64
81,28.45
82,38.76
83,38.72
84,22.9
85,45.63
86,25.64
87,20.93
88,46.28
89,19.55
