task,cost
0,42.19
1,24.54
2,23.53
3,11.42
4,15.68
5,21.27
6,45.79
7,48.43
8,15.36
9,40.48
10,10.6
11,24.02
12,24.45
13,43.71
14,12.48
15,38.1
16,34.23
17,33.36
18,37.5
19,46.71
20,13.4
21,48.77
22,10.86
23,46.56
24,11.62
25,33.82
26,37.48
27,17.29
28,40.66
29,14.18
30,35.0
31,28.08
32,23.96
33,30.25
34,40.58
35,19.04
36,53.65
37,39.14
38,38.45
39,35.74
40,29.66
41,36.77
42,41.76
43,18.25
44,36.46
45,36.4
46,34.49
47,23.96
48,49.97
49,26.49
50,37.15
51,39.34
52,31.37
53,43.67
54,29.87
55,32.05
56,13.47
57,47.57
58,22.85
59,52.21
60,23.45
61,19.67
62,17.92
63,43.38
64,39.82
65,40.28
66,27.71
67,35.82
68,13.47
69,28.19
70,17.28
71,34.57
72,37.62
73,45.65
74,16.81
75,15.1
76,10.89
77,41.53
78,12.48
79,23.67
80,46.52
81,31.85
82,28.22
83,38.99
84,14.26
85,40.95
86,13.83
87,40.42
88,19.66
89,16.8
90,12.82
91,11.89
92,44.79
93,19.44
94,11.19
95,56.23
96,21.38
97,12.87
98,44.73
99,22.79
