src,dst,comm
0,46,2
0,67,4
1,48,5
1,72,5
1,15,5
2,82,8
2,14,1
3,43,1
4,66,7
5,34,5
6,18,10
7,53,10
7,70,5
8,47,5
8,57,5
9,12,8
9,46,9
9,52,1
10,14,1
10,64,3
11,42,5
11,49,8
12,73,9
12,51,1
13,77,3
14,52,7
15,74,9
15,40,6
15,89,7
15,51,7
16,70,4
16,36,3
16,35,5
16,55,3
17,36,4
17,88,7
18,35,1
19,37,7
19,62,1
20,23,5
20,22,5
20,50,7
21,30,7
21,47,3
21,75,10
21,57,7
22,28,5
22,36,3
22,61,3
23,87,3
23,74,5
24,72,8
25,27,10
25,69,9
26,57,2
26,66,2
26,88,8
27,68,9
27,52,8
27,35,7
27,76,8
28,67,10
29,47,4
30,63,10
30,78,8
31,47,9
31,84,2
31,45,9
32,69,3
32,75,2
33,63,1
33,79,2
34,67,7
34,38,5
35,80,2
35,54,7
36,44,1
36,47,8
36,80,1
36,89,4
37,85,1
37,49,3
37,84,5
37,45,10
38,50,1
38,45,1
38,43,5
39,64,4
39,61,3
40,58,7
40,78,3
40,63,8
41,66,1
41,49,10
41,88,10
42,46,1
42,69,7
43,79,3
44,55,4
44,85,9
44,79,2
45,54,10
45,75,10
46,62,9
47,66,4
47,70,10
47,57,7
47,53,5
48,80,6
48,75,9
48,56,7
49,86,7
49,81,10
49,65,8
50,75,8
50,55,8
50,71,7
51,85,10
51,67,8
51,69,4
51,84,2
52,88,7
52,59,6
53,68,10
53,77,9
53,66,5
54,59,7
55,64,5
55,67,3
56,83,8
56,62,6
56,77,7
56,58,9
57,85,10
57,64,2
57,81,2
58,87,5
58,68,5
59,60,1
60,84,9
60,85,8
60,77,4
61,82,8
62,63,4
62,71,6
62,80,2
62,72,2
63,81,1
64,76,9
64,79,6
65,79,3
65,83,9
65,77,5
65,84,9
66,77,6
66,76,4
66,67,10
67,73,4
68,74,8
68,78,7
68,76,8
68,88,6
69,73,4
69,89,3
69,80,5
69,82,9
70,89,1
70,79,7
71,87,2
71,72,1
71,79,3
72,76,7
72,75,10
73,78,8
74,85,1
74,83,3
75,86,4
76,78,4
76,84,7
76,88,3
76,87,4
77,89,5
78,86,9
78,81,2
78,80,8
78,89,9
79,83,7
79,88,9
79,80,9
80,81,10
80,83,4
81,85,10
82,86,2
83,88,5
83,84,10
83,89,7
84,88,3
84,86,5
84,89,2
84,85,1
85,87,3
85,89,3
85,86,8
85,88,4
86,87,8
86,88,7
86,89,2
87,88,10
87,89,3
88,89,7
