src,dst,comm
0,23,7
0,3,6
1,3,3
1,19,3
1,17,6
1,15,7
2,8,9
2,24,3
2,15,6
2,14,3
3,14,6
3,7,1
4,13,10
5,18,6
5,12,5
5,20,3
6,24,9
6,22,3
6,20,8
7,8,1
7,29,8
8,25,10
8,17,7
9,28,7
9,13,10
10,15,6
10,11,3
10,17,4
10,22,5
11,12,10
11,23,3
11,27,10
12,13,9
12,25,2
12,28,5
13,16,7
13,29,7
13,21,2
14,26,9
14,21,7
14,24,4
14,19,2
15,29,3
15,16,9
16,21,9
16,22,6
16,24,9
16,29,10
17,20,1
17,21,3
17,19,4
18,29,3
18,27,3
18,22,1
18,24,5
19,29,8
19,25,7
20,21,1
20,25,8
20,23,8
20,27,6
21,25,4
21,29,9
22,28,9
22,25,7
23,28,8
23,24,6
24,27,6
24,26,8
25,28,7
25,26,9
26,28,4
26,27,9
27,29,7
27,28,7
28,29,1
