task,cost
0,14.55
1,33.82
2,31.65
3,13.05
4,25.15
5,39.63
6,22.14
7,17.07
8,47.87
9,28.72
10,30.15
11,41.29
12,39.37
13,12.58
14,51.24
15,13.33
16,44.81
17,18.22
18,20.67
19,12.23
20,13.51
21,35.91
22,41.92
23,37.19
24,33.9
25,23.88
26,39.25
27,36.21
28,31.14
29,14.53
30,34.84
31,56.2
32,10.3
33,35.85
34,38.61
35,35.61
36,17.21
37,17.42
38,23.11
39,16.37
40,37.48
41,36.8
42,31.56
43,19.73
44,16.03
45,20.75
46,30.4
47,47.37
48,17.85
49,39.8
50,37.12
51,23.74
52,56.51
53,51.01
54,19.45
55,41.91
56,47.31
57,15.09
58,22.21
59,14.77
60,25.41
61,13.19
62,53.08
63,44.88
64,37.31
65,12.24
66,15.38
67,44.81
68,19.75
69,21.89
70,31.91
71,24.29
72,16.26
73,24.34
74,52.95
75,13.66
76,38.05
77,55.35
78,29.3
79,22.4
80,23.45
81,42.66
82,23.54
83,47.15
84,28.67
85,32.91
86,59.1
87,20.8
88,13.17
89,13.58
