task,cost
0,21.16
1,27.04
2,24.03
3,58.16
4,10.41
5,47.21
6,50.28
7,31.24
8,47.06
9,25.25
10,55.56
11,37.69
12,34.62
13,19.13
14,55.2
15,34.55
16,29.86
17,37.11
18,32.23
19,22.85
20,12.82
21,35.21
22,43.24
23,19.49
24,37.83
25,19.2
26,40.8
27,10.5
28,12.06
29,17.2
30,38.11
31,12.18
32,20.34
33,21.13
34,10.71
35,26.45
36,39.76
37,29.19
38,43.65
39,37.37
40,8.05
41,32.95
42,15.52
43,45.57
44,43.46
45,26.71
46,46.21
47,40.73
48,25.66
49,25.26
50,43.45
51,18.11
52,25.17
53,54.26
54,20.62
55,14.65
56,15.82
57,49.45
58,38.01
59,20.43
60,49.75
61,40.77
62,29.76
63,32.4
64,27.45
65,12.74
66,50.91
67,14.13
68,13.54
69,34.97
