src,dst,comm
0,4,1
0,32,2
0,11,7
1,55,4
1,45,4
2,88,8
2,64,8
2,41,6
3,79,3
3,47,2
4,27,4
4,13,6
5,30,9
5,73,9
5,18,5
5,32,4
6,81,3
6,9,2
6,48,5
6,59,6
7,18,4
7,49,1
8,87,2
8,33,7
9,41,5
10,61,1
10,32,1
10,80,1
11,69,9
11,31,3
11,70,1
11,44,8
12,63,6
12,80,5
12,21,10
12,76,2
13,19,10
14,55,10
15,67,10
15,20,2
16,65,9
16,40,6
16,72,4
16,26,4
17,89,3
18,53,7
18,87,4
18,28,7
19,77,7
19,40,7
19,39,10
19,85,5
20,37,10
20,81,2
20,40,1
21,36,5
21,81,6
21,77,9
21,64,10
22,58,8
22,48,3
22,63,9
22,86,7
23,67,1
24,82,6
24,66,2
25,87,5
25,89,2
26,49,4
26,59,9
26,50,5
26,71,4
27,41,10
27,30,6
27,67,3
27,51,1
28,41,9
28,31,10
28,55,9
28,51,7
29,69,3
29,76,7
29,33,1
30,58,7
31,44,10
32,81,3
32,48,6
32,65,7
32,63,4
33,53,3
33,64,2
33,86,1
34,61,7
34,73,6
34,37,8
34,68,10
35,89,2
35,88,9
35,65,3
35,61,4
36,69,3
36,81,1
36,78,3
36,77,1
37,40,3
37,56,1
37,64,3
37,49,2
38,86,9
39,48,1
39,65,4
39,49,6
40,77,4
40,44,1
41,50,7
41,54,10
42,68,5
42,58,6
43,81,8
43,84,5
43,76,10
43,61,2
44,46,1
44,80,6
44,86,6
45,54,6
45,88,10
45,59,1
46,59,8
46,64,8
46,81,4
46,66,5
47,77,1
47,48,8
48,64,6
48,69,8
48,66,1
49,55,8
49,86,2
49,52,3
49,85,10
50,58,10
51,65,3
51,58,5
51,59,2
51,68,9
52,86,5
52,57,3
52,83,9
53,68,8
53,78,9
54,70,1
54,67,2
54,85,8
54,73,4
55,76,5
55,72,3
55,68,10
56,57,10
56,76,3
57,69,10
57,62,5
57,60,1
57,86,7
58,66,5
58,62,7
59,62,2
59,66,9
59,77,8
60,74,10
60,82,6
60,69,5
60,86,7
61,86,7
61,72,10
61,64,10
62,79,8
62,86,8
63,87,8
63,67,6
63,76,4
63,86,2
64,77,4
65,75,4
65,76,6
65,87,4
65,82,3
66,85,8
66,76,1
66,83,4
66,78,3
67,73,9
67,86,5
67,85,2
67,87,4
68,89,8
68,86,3
69,89,5
70,72,1
70,74,3
70,78,7
70,86,9
71,78,7
71,84,2
71,81,1
71,76,7
72,85,6
72,77,2
72,80,7
72,78,1
73,84,3
73,86,2
74,78,1
74,89,5
74,77,9
75,83,7
76,84,5
76,82,10
76,85,10
76,80,3
77,79,10
77,80,7
78,89,10
78,82,2
78,83,1
79,87,5
80,82,4
80,81,3
81,83,10
81,82,3
81,86,9
82,84,4
82,88,5
82,86,3
83,88,6
83,86,1
84,89,3
84,88,3
84,85,4
84,87,3
85,86,2
85,89,10
85,88,7
85,87,5
86,88,8
87,89,3
87,88,9
88,89,1
